Clinic_Postcode,Site Name
3797,Berwick
3799,Berwick
3800,Glen Waverley
3802,Berwick
3803,Berwick
3804,Berwick
3805,Berwick
3806,Berwick
3807,Berwick
3808,Berwick
3809,Berwick
3810,Berwick
3812,Berwick
3813,Berwick
3814,Berwick
3815,Berwick
3816,Berwick
3818,Berwick
3820,Berwick
3821,Berwick
3822,Berwick
3823,Berwick
3824,Berwick
3825,Berwick
3831,Berwick
3832,Berwick
3833,Berwick
3835,Berwick
3840,Traralgon
3841,Traralgon
3842,Traralgon
3844,Traralgon
3847,Traralgon
3850,Albury
3851,Traralgon
3852,Albury
3853,Albury
3854,Traralgon
3856,Albury
3857,Albury
3858,Albury
3859,Albury
3860,Albury
3862,Albury
3864,Albury
3865,Albury
3869,Traralgon
3870,Traralgon
3871,Berwick
3873,Traralgon
3874,Traralgon
3875,Albury
3878,Albury
3880,Albury
3882,Albury
3885,Albury
3886,Albury
3887,Albury
3888,Albury
3889,Albury
3890,Albury
3893,Albury
3895,Albury
3896,Albury
3898,Albury
3900,Albury
3902,Albury
3903,Albury
3904,Albury
3909,Albury
3910,Mornington
3911,Mornington
3912,Mornington
3913,Mornington
3915,Mornington
3916,Mornington
3918,Mornington
3919,Mornington
3920,Mornington
3921,Berwick
3922,Cowes
3923,Berwick
3925,Berwick
3926,Mornington
3927,Mornington
3928,Mornington
3929,Mornington
3930,Mornington
3931,Mornington
3933,Mornington
3934,Mornington
3936,Mornington
3937,Mornington
3938,Mornington
3939,Mornington
3940,Mornington
3941,Mornington
3942,Mornington
3943,Mornington
3944,Mornington
3945,Berwick
3946,Berwick
3950,Berwick
3951,Berwick
3953,Berwick
3954,Berwick
3956,Inverloch
3957,Inverloch
3958,Inverloch
3959,Inverloch
3960,Inverloch
3962,Traralgon
3964,Inverloch
3965,Traralgon
3966,Traralgon
3967,Traralgon
3971,Traralgon
3975,Berwick
3976,Berwick
3977,Berwick
3978,Berwick
3979,Berwick
3980,Berwick
3981,Berwick
3984,Berwick
3987,Berwick
3988,Berwick
3990,Berwick
3991,Berwick
3992,Berwick
3995,Berwick
3996,Mornington
4000,Mitchelton
4001,Mitchelton
4002,Mitchelton
4003,Mitchelton
4004,Mitchelton
4005,Mitchelton
4006,Mitchelton
4007,Aspley
4008,Aspley
4009,Aspley
4010,Mitchelton
4011,Aspley
4012,Aspley
4013,Aspley
4014,Aspley
4017,Aspley
4018,Aspley
4019,Aspley
4020,Aspley
4021,Aspley
4022,Aspley
4025,Wynnum
4029,Mitchelton
4030,Mitchelton
4031,Mitchelton
4032,Mitchelton
4034,Aspley
4035,Mitchelton
4036,Aspley
4037,Mitchelton
4051,Mitchelton
4053,Mitchelton
4054,Mitchelton
4055,Mitchelton
4059,Mitchelton
4060,Mitchelton
4061,Mitchelton
4064,Mitchelton
4065,Mitchelton
4066,Mitchelton
4067,Mitchelton
4068,Mitchelton
4069,Mitchelton
4070,Ipswich
4072,Mitchelton
4073,Upper Mount Gravatt
4074,Upper Mount Gravatt
4075,Upper Mount Gravatt
4076,Upper Mount Gravatt
4077,Upper Mount Gravatt
4078,Upper Mount Gravatt
4101,Upper Mount Gravatt
4102,Upper Mount Gravatt
4103,Upper Mount Gravatt
4104,Upper Mount Gravatt
4105,Upper Mount Gravatt
4106,Upper Mount Gravatt
4107,Upper Mount Gravatt
4108,Upper Mount Gravatt
4109,Upper Mount Gravatt
4110,Upper Mount Gravatt
4111,Upper Mount Gravatt
4112,Upper Mount Gravatt
4113,Upper Mount Gravatt
4114,Upper Mount Gravatt
4115,Upper Mount Gravatt
4116,Upper Mount Gravatt
4117,Upper Mount Gravatt
4118,Upper Mount Gravatt
4119,Upper Mount Gravatt
4120,Upper Mount Gravatt
4121,Upper Mount Gravatt
4122,Upper Mount Gravatt
4123,Upper Mount Gravatt
4124,Ipswich
4125,Upper Mount Gravatt
4127,Capalba
4128,Capalba
4129,Capalba
4130,Capalba
4131,Capalba
4132,Upper Mount Gravatt
4133,Upper Mount Gravatt
4151,Upper Mount Gravatt
4152,Upper Mount Gravatt
4153,Upper Mount Gravatt
4154,Wynnum
4155,Capalba
4156,Capalba
4157,Capalba
4158,Wynnum
4159,Capalba
4160,Capalba
4161,Capalba
4163,Capalba
4164,Capalba
4165,Capalba
4169,Upper Mount Gravatt
4170,Upper Mount Gravatt
4171,Upper Mount Gravatt
4172,Wynnum
4173,Wynnum
4174,Wynnum
4178,Wynnum
4179,Wynnum
4183,Capalba
4184,Capalba
4205,Capalba
4207,Runaway Bay
4208,Runaway Bay
4209,Runaway Bay
4210,Robina
4211,Robina
4212,Runaway Bay
4213,Robina
4214,Robina
4215,Robina
4216,Runaway Bay
4217,Robina
4218,Robina
4219,Burleigh Waters
4220,Burleigh Waters
4221,Palm Beach
4222,Robina
4223,Palm Beach
4224,Palm Beach
4225,Palm Beach
4226,Robina
4227,Burleigh Waters
4228,Palm Beach
4229,Burleigh Waters
4230,Robina
4270,Robina
4271,Robina
4272,Robina
4275,Robina
4280,Ipswich
4285,Robina
4287,Ipswich
4300,Ipswich
4301,Ipswich
4303,Ipswich
4304,Ipswich
4305,Ipswich
4306,Caboolture
4307,Ipswich
4309,Ipswich
4310,Ipswich
4311,Ipswich
4312,Ipswich
4313,Caboolture
4340,Ipswich
4341,Ipswich
4342,Ipswich
4343,Toowoomba
4344,Toowoomba
4345,Ipswich
4346,Ipswich
4347,Toowoomba
4350,Toowoomba
4352,Toowoomba
4353,Toowoomba
4354,Toowoomba
4355,Toowoomba
4356,Toowoomba
4357,Toowoomba
4358,Toowoomba
4359,Toowoomba
4360,Toowoomba
4361,Toowoomba
4362,Toowoomba
4363,Toowoomba
4364,Toowoomba
4365,Toowoomba
4370,Toowoomba
4371,Ipswich
4372,Ipswich
4373,Ipswich
4374,Toowoomba
4375,Toowoomba
4376,Toowoomba
4377,Toowoomba
4378,Toowoomba
4380,Toowoomba
4381,Toowoomba
4382,Toowoomba
4383,Toowoomba
4384,Toowoomba
4385,Toowoomba
4387,Toowoomba
4388,Toowoomba
4390,Toowoomba
4400,Toowoomba
4401,Toowoomba
4402,Toowoomba
4403,Toowoomba
4404,Toowoomba
4405,Toowoomba
4406,Toowoomba
4407,Toowoomba
4408,Toowoomba
4410,Toowoomba
4411,Toowoomba
4412,Toowoomba
4413,Toowoomba
4415,Toowoomba
4416,Toowoomba
4418,Toowoomba
4421,Toowoomba
4422,Toowoomba
4423,Toowoomba
4424,Toowoomba
4425,Toowoomba
4494,Toowoomba
4498,Toowoomba
4500,Aspley
4501,Aspley
4502,Aspley
4503,Aspley
4504,Caboolture
4505,Caboolture
4506,Caboolture
4507,Bribie Island
4508,Caboolture
4509,Aspley
4510,Caboolture
4511,Bribie Island
4512,Caboolture
4514,Caboolture
4515,Caboolture
4516,Caboolture
4517,Caboolture
4518,Caboolture
4519,Maroochydore
4520,Mitchelton
4521,Caboolture
4550,Maroochydore
4551,Maroochydore
4552,Maroochydore
4553,Maroochydore
4554,Maroochydore
4555,Maroochydore
4556,Maroochydore
4557,Maroochydore
4558,Maroochydore
4559,Maroochydore
4560,Maroochydore
4561,Maroochydore
4562,Maroochydore
4563,Maroochydore
4564,Maroochydore
4565,Maroochydore
4566,Maroochydore
4567,Maroochydore
4568,Maroochydore
4569,Maroochydore
4570,Maroochydore
4571,Maroochydore
4572,Maroochydore
4573,Maroochydore
4574,Maroochydore
4575,Maroochydore
4580,Hervey Bay
4581,Hervey Bay
4600,Hervey Bay
4601,Hervey Bay
4605,Hervey Bay
4606,Maroochydore
4608,Maroochydore
4610,Toowoomba
4611,Hervey Bay
4612,Hervey Bay
4613,Hervey Bay
4614,Toowoomba
4615,Toowoomba
4620,Hervey Bay
4621,Hervey Bay
4625,Hervey Bay
4626,Hervey Bay
4627,Hervey Bay
4630,Hervey Bay
4650,Hervey Bay
4655,Hervey Bay
4659,Hervey Bay
4660,Hervey Bay
4662,Hervey Bay
4670,Hervey Bay
4671,Hervey Bay
4673,Hervey Bay
4674,Hervey Bay
4676,Hervey Bay
4677,Hervey Bay
4678,Hervey Bay
4680,Hervey Bay
4694,Bundaberg
4695,Bundaberg
4697,Bundaberg
4699,Bundaberg
4700,Bundaberg
4710,Bundaberg
4714,Bundaberg
4715,Bundaberg
4716,Bundaberg
4719,Bundaberg
4800,Townsville
4801,Townsville
4804,Townsville
4805,Townsville
4806,Townsville
4807,Townsville
4808,Townsville
4809,Townsville
4810,Townsville
4811,Townsville
4812,Townsville
4813,Townsville
4814,Townsville
4815,Townsville
4817,Townsville
4818,Townsville
4819,Townsville
4820,Townsville
4849,Townsville
4850,Townsville
4852,Cairns
4854,Cairns
4855,Cairns
4856,Cairns
4857,Robina
4858,Cairns
4859,Cairns
4860,Cairns
4861,Cairns
4865,Cairns
4868,Cairns
4869,Cairns
4870,Cairns
4871,Townsville
4872,Cairns
4873,Cairns
4877,Cairns
4878,Cairns
4879,Cairns
4880,Cairns
4881,Cairns
4882,Cairns
4883,Cairns
4884,Cairns
4885,Cairns
4886,Cairns
4887,Cairns
4888,Cairns
4895,Cairns
5000,Adelaide
5001,Adelaide
5005,Adelaide
5006,Adelaide
5007,Adelaide
5008,Adelaide
5009,West Lakes
5010,West Lakes
5011,West Lakes
5012,West Lakes
5013,West Lakes
5014,West Lakes
5015,West Lakes
5016,West Lakes
5017,West Lakes
5018,West Lakes
5019,West Lakes
5020,West Lakes
5021,West Lakes
5022,West Lakes
5023,West Lakes
5024,West Lakes
5025,West Lakes
5031,Adelaide
5032,Adelaide
5033,Adelaide
5034,Parkside
5035,Adelaide
5037,Adelaide
5038,Marion
5039,Marion
5040,Marion
5041,Marion
5042,Marion
5043,Marion
5044,Marion
5045,Marion
5046,Marion
5047,Marion
5048,Marion
5049,Marion
5050,Marion
5051,Marion
5052,Stirling
5061,Parkside
5062,Parkside
5063,Parkside
5064,Parkside
5065,Parkside
5066,Parkside
5067,Parkside
5068,Adelaide
5069,Adelaide
5070,Adelaide
5071,Adelaide
5072,Parkside
5073,Adelaide
5074,Modbury
5075,Modbury
5076,Modbury
5081,Adelaide
5082,Adelaide
5083,Adelaide
5084,Adelaide
5085,Modbury
5086,Modbury
5087,Modbury
5088,Modbury
5089,Modbury
5090,Modbury
5091,Modbury
5092,Modbury
5093,Modbury
5094,Modbury
5095,Modbury
5096,Modbury
5097,Modbury
5098,Modbury
5106,Modbury
5107,Modbury
5108,Modbury
5109,Golden Grove
5110,Modbury
5111,Golden Grove
5112,Golden Grove
5113,Golden Grove
5114,Golden Grove
5115,Gawler
5116,Gawler
5117,Gawler
5118,Gawler
5120,Gawler
5121,Gawler
5125,Golden Grove
5126,Golden Grove
5127,Modbury
5131,Golden Grove
5132,Modbury
5133,Golden Grove
5134,Modbury
5136,Stirling
5137,Stirling
5138,Stirling
5139,Stirling
5140,Stirling
5141,Stirling
5142,Stirling
5144,Stirling
5150,Stirling
5151,Stirling
5152,Stirling
5153,Stirling
5154,Stirling
5155,Stirling
5156,Stirling
5157,Christies Beach
5158,Marion
5159,Marion
5160,Christies Beach
5161,Christies Beach
5162,Christies Beach
5163,Christies Beach
5164,Christies Beach
5165,Christies Beach
5166,Christies Beach
5167,Christies Beach
5168,Christies Beach
5169,Christies Beach
5170,Christies Beach
5171,Christies Beach
5172,Christies Beach
5173,Christies Beach
5174,Victor Harbor
5201,Stirling
5202,Victor Harbor
5203,Victor Harbor
5204,Victor Harbor
5210,Victor Harbor
5211,Victor Harbor
5212,Victor Harbor
5213,Victor Harbor
5214,Victor Harbor
5220,Victor Harbor
5221,Victor Harbor
5222,Victor Harbor
5223,Victor Harbor
5231,Golden Grove
5232,Golden Grove
5233,Golden Grove
5234,Golden Grove
5235,Golden Grove
5236,Golden Grove
5237,Golden Grove
5238,Golden Grove
5240,Stirling
5241,Stirling
5242,Stirling
5243,Stirling
5244,Stirling
5245,Stirling
5246,Stirling
5250,Stirling
5251,Stirling
5252,Stirling
5253,Stirling
5254,Stirling
5255,Stirling
5256,Victor Harbor
5259,Stirling
5260,Stirling
5261,Victor Harbor
5262,Mount Gambier
5263,Mount Gambier
5264,Victor Harbor
5265,Victor Harbor
5266,Victor Harbor
5267,Mount Gambier
5268,Mount Gambier
5269,Mount Gambier
5270,Mount Gambier
5271,Mount Gambier
5272,Mount Gambier
5273,Mount Gambier
5275,Mount Gambier
5276,Mount Gambier
5277,Mount Gambier
5278,Mount Gambier
5279,Mount Gambier
5280,Mount Gambier
5290,Mount Gambier
5291,Mount Gambier
5301,Victor Harbor
5302,Victor Harbor
5303,Victor Harbor
5304,Victor Harbor
5306,Victor Harbor
5307,Victor Harbor
5308,Victor Harbor
5309,Victor Harbor
5310,Victor Harbor
5311,Victor Harbor
5320,Victor Harbor
5321,Victor Harbor
5322,Victor Harbor
5330,Victor Harbor
5331,Victor Harbor
5332,Victor Harbor
5333,Victor Harbor
5340,Murray Bridge
5341,Murray Bridge
5342,Victor Harbor
5343,Victor Harbor
5344,Victor Harbor
5345,Victor Harbor
5346,Victor Harbor
5350,Gawler
5351,Gawler
5352,Gawler
5353,Gawler
5354,Gawler
5355,Gawler
5356,Gawler
5357,Victor Harbor
5360,Gawler
5371,Gawler
5372,Gawler
5373,Gawler
5374,Gawler
5381,Gawler
5400,Gawler
5401,Gawler
5410,Gawler
5411,Gawler
5412,Gawler
5413,Gawler
5414,Gawler
5415,Gawler
5416,Gawler
5417,Victor Harbor
5418,Victor Harbor
5419,Port Pirie
5420,Port Pirie
5421,Port Pirie
5422,Port Pirie
5431,Port Pirie
5432,Port Pirie
5433,Whyalla Norrie
5434,Port Pirie
5440,Port Pirie
5451,Gawler
5452,Gawler
5453,Gawler
5454,Victor Harbor
5455,Victor Harbor
5460,Gawler
5461,Gawler
5462,Gawler
5464,Victor Harbor
5470,Victor Harbor
5471,Victor Harbor
5472,Port Pirie
5473,Port Pirie
5480,Port Pirie
5481,Port Pirie
5482,Port Pirie
5483,Port Pirie
5485,Port Pirie
5490,Port Pirie
5491,Port Pirie
5493,Port Pirie
5495,Port Pirie
5501,Gawler
5502,Gawler
5510,Victor Harbor
5520,Victor Harbor
5521,Victor Harbor
5522,Victor Harbor
5523,Port Pirie
5540,Port Pirie
5550,Gawler
5552,Victor Harbor
5554,Victor Harbor
5555,Victor Harbor
5556,Port Pirie
5558,Victor Harbor
5560,Victor Harbor
5570,Victor Harbor
5571,Victor Harbor
5572,Victor Harbor
5573,Kingscote
5575,Kingscote
5576,Kingscote
5577,Kingscote
5580,Kingscote
5581,Kingscote
5582,Kingscote
5583,Kingscote
5600,Whyalla Norrie
5601,Whyalla Norrie
5602,Port Lincoln
5603,Port Lincoln
5604,Port Lincoln
5605,Port Lincoln
5606,Port Lincoln
5607,Port Lincoln
5608,Whyalla Norrie
5609,Whyalla Norrie
5630,Port Lincoln
5631,Port Lincoln
5632,Port Lincoln
5633,Port Lincoln
5640,Port Lincoln
5641,Port Lincoln
5642,Port Lincoln
5650,Port Lincoln
5651,Port Lincoln
5652,Port Lincoln
5653,Port Lincoln
5654,Port Lincoln
5655,Port Lincoln
5670,Port Lincoln
5671,Port Lincoln
5700,Whyalla Norrie
5710,Whyalla Norrie
5720,Whyalla Norrie
5800,Adelaide
5810,Adelaide
5839,Adelaide
5860,Adelaide
5861,Adelaide
5862,Adelaide
5863,Adelaide
5864,Adelaide
5865,Adelaide
5866,Adelaide
5867,Adelaide
5868,Adelaide
5869,Adelaide
5870,Adelaide
5871,Adelaide
5872,Adelaide
5873,Adelaide
5874,Adelaide
5875,Adelaide
5876,Adelaide
5877,Adelaide
5878,Adelaide
5879,Adelaide
5880,Adelaide
5881,Adelaide
5882,Adelaide
5883,Adelaide
5884,Adelaide
5885,Adelaide
5886,Adelaide
5887,Adelaide
5888,Adelaide
5889,Adelaide
5890,Adelaide
5891,Adelaide
5892,Adelaide
5893,Adelaide
5894,Adelaide
5895,Adelaide
5896,Adelaide
5897,Adelaide
5898,Adelaide
5899,Adelaide
5900,Adelaide
5901,Adelaide
5902,Adelaide
5903,Adelaide
5904,Adelaide
5920,Adelaide
5942,Adelaide
5950,Adelaide
5960,West Lakes
6000,East Victoria Park
6001,East Victoria Park
6003,Floreat
6004,East Victoria Park
6005,Floreat
6006,Floreat
6007,Floreat
6008,Floreat
6009,Floreat
6010,Floreat
6011,Floreat
6012,Fremantle
6014,Floreat
6015,Floreat
6016,Floreat
6017,Floreat
6018,Floreat
6019,Floreat
6020,Floreat
6021,Floreat
6022,Floreat
6023,Floreat
6024,Floreat
6025,Floreat
6026,Floreat
6027,Floreat
6028,Floreat
6029,Floreat
6030,Floreat
6031,Floreat
6032,Floreat
6033,Floreat
6034,Floreat
6035,Floreat
6036,Floreat
6037,Floreat
6038,Floreat
6041,Floreat
6042,Floreat
6043,Hillarys
6050,Floreat
6051,East Victoria Park
6052,Floreat
6053,East Victoria Park
6054,East Victoria Park
6055,East Victoria Park
6056,East Victoria Park
6057,East Victoria Park
6058,East Victoria Park
6059,Floreat
6060,Floreat
6061,Floreat
6062,East Victoria Park
6063,East Victoria Park
6064,Floreat
6065,Floreat
6066,Floreat
6067,Floreat
6068,Floreat
6069,East Victoria Park
6070,East Victoria Park
6071,East Victoria Park
6072,East Victoria Park
6073,East Victoria Park
6074,Parkwood
6076,Parkwood
6077,Floreat
6078,Floreat
6079,Floreat
6081,East Victoria Park
6082,East Victoria Park
6083,East Victoria Park
6084,East Victoria Park
6090,Floreat
6100,East Victoria Park
6101,East Victoria Park
6102,East Victoria Park
6103,East Victoria Park
6104,East Victoria Park
6105,East Victoria Park
6106,East Victoria Park
6107,Parkwood
6108,Parkwood
6109,Parkwood
6110,Parkwood
6111,Parkwood
6112,Parkwood
6121,Parkwood
6122,Parkwood
6123,Parkwood
6124,Parkwood
6125,Parkwood
6126,Parkwood
6147,Parkwood
6148,Parkwood
6149,Parkwood
6150,Fremantle
6151,East Victoria Park
6152,East Victoria Park
6153,Fremantle
6154,Fremantle
6155,Parkwood
6156,Fremantle
6157,Fremantle
6158,Fremantle
6159,Fremantle
6160,Fremantle
6161,Fremantle
6162,Fremantle
6163,Fremantle
6164,Fremantle
6165,Fremantle
6166,Fremantle
6167,Fremantle
6168,Fremantle
6169,Fremantle
6170,Fremantle
6171,Fremantle
6172,Fremantle
6173,Fremantle
6174,Fremantle
6175,Fremantle
6176,Fremantle
6180,Fremantle
6181,Fremantle
6182,Fremantle
6207,Parkwood
6208,Fremantle
6209,Fremantle
6210,Fremantle
6211,Fremantle
6213,Parkwood
6214,Fremantle
6215,Rockingham
6218,Rockingham
6220,Rockingham
6302,Parkwood
6390,Parkwood
6501,Floreat
6502,East Victoria Park
6503,Floreat
6504,Floreat
6505,Hillarys
6511,Geraldton
6514,Geraldton
6515,Geraldton
6516,Geraldton
6517,Geraldton
6518,Geraldton
6519,Geraldton
6521,Geraldton
6522,Geraldton
6525,Geraldton
6528,Geraldton
6530,Geraldton
6531,Geraldton
6532,Geraldton
6535,Geraldton
6536,Geraldton
6556,East Victoria Park
6558,East Victoria Park
6560,East Victoria Park
6562,East Victoria Park
6564,East Victoria Park
6566,Dianella
6567,East Victoria Park
6623,Geraldton
6625,Geraldton
6627,Geraldton
6628,Geraldton
6630,Geraldton
6631,Geraldton
6632,Geraldton
6800,East Victoria Park
6803,Floreat
6809,Floreat
6817,Floreat
6820,Floreat
6827,East Victoria Park
6830,East Victoria Park
6831,Floreat
6832,Floreat
6837,Floreat
6838,East Victoria Park
6839,Floreat
6840,East Victoria Park
6841,East Victoria Park
6842,East Victoria Park
6843,East Victoria Park
6844,Floreat
6845,East Victoria Park
6846,East Victoria Park
6847,Floreat
6848,Floreat
6849,East Victoria Park
6850,East Victoria Park
6865,Floreat
6872,Floreat
6892,East Victoria Park
6900,Floreat
6901,Floreat
6902,Floreat
6903,Floreat
6904,Floreat
6905,Floreat
6906,Floreat
6907,Floreat
6909,Floreat
6910,Floreat
6911,Floreat
6912,Fremantle
6913,Floreat
6914,Floreat
6915,Floreat
6916,Floreat
6917,Floreat
6918,Floreat
6919,Floreat
6920,Floreat
6921,Floreat
6922,Floreat
6923,Floreat
6924,Floreat
6925,Parkwood
6926,East Victoria Park
6929,East Victoria Park
6931,East Victoria Park
6932,Floreat
6933,East Victoria Park
6934,East Victoria Park
6935,East Victoria Park
6936,East Victoria Park
6937,Floreat
6938,Floreat
6939,Floreat
6940,Floreat
6941,Floreat
6942,East Victoria Park
6943,East Victoria Park
6944,Floreat
6945,Floreat
6946,Floreat
6947,Floreat
6951,East Victoria Park
6952,East Victoria Park
6953,East Victoria Park
6954,Fremantle
6955,Parkwood
6956,Fremantle
6957,Fremantle
6958,Floreat
6959,Fremantle
6960,Fremantle
6961,Fremantle
6963,Fremantle
6964,Parkwood
6965,Fremantle
6966,Fremantle
6967,Fremantle
6968,Fremantle
6969,Fremantle
6970,Parkwood
6979,East Victoria Park
6980,Parkwood
6981,East Victoria Park
6982,East Victoria Park
6983,East Victoria Park
6984,East Victoria Park
6985,East Victoria Park
6986,East Victoria Park
6987,Parkwood
6988,Parkwood
6989,Parkwood
6990,Parkwood
6991,Parkwood
6992,Parkwood
6997,Parkwood
8001,Coburg
8002,Coburg
8003,Coburg
8004,Coburg
8005,Coburg
8006,Coburg
8007,Coburg
8008,Coburg
8009,Coburg
8010,Coburg
8011,Coburg
8012,Coburg
8045,Coburg
8051,Coburg
8060,Coburg
8061,Coburg
8066,Coburg
8069,Coburg
8070,Coburg
8071,Coburg
8102,Coburg
8103,Coburg
8107,Coburg
8108,Coburg
8111,Coburg
8120,Coburg
8205,Coburg
8383,Coburg
8386,Coburg
8388,Coburg
8390,Coburg
8393,Coburg
8394,Coburg
8396,Coburg
8399,Coburg
8627,Box Hill
9000,Mitchelton
9001,Mitchelton
9002,Mitchelton
9005,Mitchelton
9007,Mitchelton
9008,Mitchelton
9009,Mitchelton
9010,Mitchelton
9013,Mitchelton
9015,Mitchelton
9016,Mitchelton
9017,Mitchelton
9018,Mitchelton
9019,Mitchelton
9020,Mitchelton
9021,Mitchelton
9022,Mitchelton
9023,Mitchelton
9464,Aspley
9726,Robina
9728,Robina
9729,Robina
9944,Townsville
